,Bremerhaven,Rostock-Warnemuende,Hamburg-Fuhlsbuettel,Postdam,Essen,Bad Marienberg,Kassel,Braunlage,Chemnitz,Hof,Fichtelberg,Mannheim,Muehldorf/Inn,Stotten,Garmisch-Partenkirchen
2011-01-01 19:00:00,275.03729724253907,273.925718081086,274.56884602449816,275.152425084261,273.93564289502757,273.93564289502757,273.81257520215246,273.7758533905687,272.2712515970305,272.325838073709,271.22418372619757,274.39218433633863,273.925718081086,269.2809051564431,269.5994916839667
2011-01-01 20:00:00,274.8219287800075,273.60514659077415,274.69489116155574,274.8904099962042,273.2458683260902,273.86716167883094,273.65576314187604,273.5803345559203,272.2523944505416,272.3198831853441,271.15967243557753,274.5192219547904,274.1033722506397,268.2288748786394,267.22249874496674
2011-01-01 21:00:00,274.7206956778038,273.4145901630965,274.7206956778038,274.754440045205,272.78337199641425,273.93365793223927,273.5723947047671,273.49001874905224,272.04893576473995,272.209717750593,270.9353716404986,274.5827407640163,274.19170309471946,268.26162676464645,266.49600236444564
2011-01-01 22:00:00,274.96980850773656,273.07119160071903,274.14406398780005,274.64923701742464,272.14619894136706,273.61010899774493,273.61407892332153,273.0285149007704,271.81967256269024,272.0618380228639,270.71206332681385,274.1926955761136,274.1609361715007,268.0889350020636,266.1942880206227
2011-01-01 23:00:00,274.9420190287002,272.81116147545055,273.87113160440754,274.73856034289855,271.55468003045104,273.44039467934454,273.50986837693534,272.9590412031796,271.5665898071809,271.850439485909,270.3954617620786,274.2621692737044,274.1778083552013,267.13119045670453,265.2702878426649
2011-01-02 00:00:00,275.04126716811567,272.6335073058969,273.80959775797,274.76039493356996,271.39489052599214,273.2428908819078,273.30144728416286,272.910409614866,271.477266481707,271.6221687652535,270.02625868345314,274.29591364110564,274.3604249317257,267.5847544538331,265.40923523784653
2011-01-02 01:00:00,275.4005454327996,272.460815543314,274.03886096001963,274.593658059352,271.20334161692034,273.23197358657205,273.1267705587917,272.5640336083061,271.2658679447521,271.01179270784854,269.81883007207483,274.1599436901065,274.24231964582134,267.4467995400457,265.23455851247536
2011-01-02 02:00:00,275.56033493725846,272.35561251553366,273.9485451531516,274.49937232690735,271.64598831871325,273.2885450260389,273.0096577542815,272.38439447596414,271.11104084726395,270.7458076942151,269.66995786295166,273.7887556486927,274.3763046340322,267.97678460452414,265.5839119632177
2011-01-02 03:00:00,275.65462066970315,272.26926663424223,274.03886096001963,274.3981392247036,271.35320630743763,273.1773871098936,272.9372066125082,272.325838073709,270.8400934266598,270.42821364808566,269.4684841399383,273.51780822808854,274.26514671788686,267.8031003605471,265.5491751144223
2011-01-02 04:00:00,275.6675229278271,272.2494170063591,273.65377817908774,274.3723347084556,271.2807551656644,272.7982592173266,272.8339885475161,272.35958244111026,270.80634905925854,270.46890538524605,269.5191006910402,273.32824428180504,274.1599436901065,267.9410552743346,265.52138563538597
2011-01-02 05:00:00,275.5007860536092,272.2305598598702,273.15852996340465,274.2294173876973,271.43955218872907,272.68610881978714,272.8131464382389,272.40821402942385,270.603882854851,270.38355198534873,269.33449915172747,273.0255374565879,273.9435827461808,268.0105289719254,265.4727540470724
2011-01-02 06:00:00,275.2228912632459,272.04695080195165,272.8697178777057,274.1391015808293,271.39489052599214,272.6781689686339,272.6235824919554,272.492574947927,270.7309204733028,270.28728129011574,269.36526607494625,272.7952817731441,273.79669549984595,268.63678473163685,266.6627392386636
2011-01-02 07:00:00,275.04325213090397,271.93777784859464,272.5789208292184,274.19368805750776,271.5258980700205,272.6841238569988,272.64144715705015,272.4618080247082,271.0961536263516,270.68625881056585,269.7295067466009,272.87765772885894,273.79967294402843,269.11019835664854,266.9952205057054
2011-01-02 08:00:00,274.9370566217294,271.8057778231721,272.6990110779111,274.2472820527921,271.18746191461383,272.5878531617658,272.68710130118126,272.3198831853441,271.25296568662804,270.7726046918573,269.9428902463442,273.05828934259506,273.65973306745263,269.5171157282519,267.24135589145567
2011-01-02 09:00:00,274.92216940081715,272.02511621128025,273.1267705587917,274.33362793408355,271.9278530346531,272.2811764109721,272.8419283986694,272.2831613737604,271.2638829819638,271.08424384962177,269.9607549114389,273.2835826190681,273.53368793039505,270.1741384111821,267.76935599314584
2011-01-02 10:00:00,275.49086123966765,272.50845465023343,273.5188007094827,274.48150766181254,273.2409059191195,272.4657779502848,273.38977812824265,272.5163945013867,271.4891762584368,271.58147702809316,270.3190406947287,273.9505301159399,273.53964281875994,270.3230106203053,268.18421321590245
2011-01-02 11:00:00,275.81540265555617,272.7645148499253,274.4418084060464,274.4884550315716,274.1708609854422,272.44989824797835,273.4711616025633,272.7188607057942,271.5199431816556,271.6668304279905,270.44607831318046,274.78520696842384,273.61010899774493,271.1606649169717,269.3325141889392
2011-01-02 12:00:00,275.99007938092734,272.92926676135494,274.9330866961528,274.47456029205347,274.42493622234576,272.5134170572042,273.5733871861612,272.7744396638669,271.36908600974414,271.7948605278364,270.16520607863475,275.1365453819545,273.84929701373613,271.22021380062097,269.4079427748949
2011-01-02 13:00:00,275.9037334996359,272.95110135202634,274.9797333216781,274.59762798492864,274.9072821799048,272.71389829882344,273.5991917024092,272.77840958944347,271.5308604769913,271.83753722778505,270.16123615305816,275.2764852585303,273.93862033921005,271.25693561220464,269.5637623537771
2011-01-02 14:00:00,275.5295680140397,272.6801539314222,274.6819889034318,274.2075827970259,274.87750773808017,272.64343211983845,273.34412398411155,272.54716142460546,271.43955218872907,271.6688153907788,270.02824364624144,275.2735078143478,273.9009060462322,270.9284242707395,269.0456870660285
2011-01-02 15:00:00,275.01844009605014,272.07771772517043,273.9753421507938,273.75104135571485,274.15200383895325,272.814138919633,273.2468608074844,272.73970281507144,271.2668604261462,271.6668304279905,270.00144664859926,275.1692972679616,273.7301992464376,270.1572662274815,268.4819576341488
2011-01-02 16:00:00,274.61450016862926,271.7075221651508,273.4542894188627,272.68809378257544,273.7103496185545,272.71588326161174,273.15753748201047,272.6335073058969,271.17654461927816,271.43855970733495,270.09473989964977,274.27010912485764,273.4771164909282,268.9583487033429,268.40355160401054
2011-01-02 17:00:00,274.323703120142,271.29861983075915,273.2458683260902,272.64243963844433,273.7828007603278,272.90743217068353,272.99377805197497,272.26529670866563,271.27281531451115,270.90162727309735,270.16123615305816,273.8294473858531,273.58529696289105,268.53455914803897,268.0561831160565
